  Research Vessel Schedules from https://www.researchvessels.org

<http://www.researchvessels.org/ship_info_display.asp?shipID=122>
This schedule for this ship was last updated on: 1/15/2002 2:41:34 PM

Field Key
Ship Name 	Departure Date 	Departure Port 	General Area 	Discipline
Endeavor    	9/22/2010    	Narragansett RI USA   	  	  	NA6, NA6  
Endeavor    	10/5/2010    	Narragansett RI USA   	  	  	NA6, NA6  
Endeavor    	10/13/2010    	Narragansett RI USA   	  	  	NA6, NA6  
Endeavor    	10/27/2010    	Narragansett RI USA   	  	  	NA6, NA6  
Endeavor    	11/9/2010    	Narragansett RI USA   	  	  	NA6, NA6  
Endeavor    	1/1/2011    	  	  	  	 
Endeavor    	3/21/2011    	Narragansett RI USA   	  	  	 
Endeavor    	4/4/2011    	Narragansett RI USA   	  	  	 
Endeavor    	4/17/2011    	Narragansett RI USA   	  	  	 
Endeavor    	4/22/2011    	St. John's Canada   	  	  	 
Endeavor    	5/24/2011    	St. John's Canada   	  	  	 
Endeavor    	5/30/2011    	Morehead City NC USA   	  	  	 
Endeavor    	5/30/2011    	Morehead City NC USA   	  	  	 
Endeavor    	6/23/2011    	Morehead City NC USA   	  	  	 
Endeavor    	6/30/2011    	Gulfport MS USA   	  	  	 
Endeavor    	7/29/2011    	Gulfport MS USA   	  	  	 
Endeavor    	8/21/2011    	Gulfport MS USA   	  	  	 
Endeavor    	9/18/2011    	Narragansett RI USA   	  	  	 
Endeavor    	10/11/2011    	Narragansett RI USA   	  	  	 
Endeavor    	10/24/2011    	Narragansett RI USA   	  	  	 
Endeavor    	1/1/2012    	  	  	  	 
Endeavor    	2/6/2012    	Narragansett RI USA   	  	  	 
Endeavor    	2/22/2012    	Narragansett RI USA   	  	  	 
Endeavor    	3/28/2012    	Narragansett RI USA   	  	  	 
Endeavor    	3/30/2012    	Narragansett RI USA   	  	  	 
Endeavor    	4/4/2012    	Narragansett RI USA   	  	  	 
Endeavor    	4/12/2012    	Gulfport MS USA   	  	  	 
Endeavor    	4/12/2012    	Gulfport MS USA   	  	  	 
Endeavor    	4/26/2012    	Gulfport MS USA   	  	  	 
Endeavor    	4/29/2012    	Key West FL USA   	  	  	 
Endeavor    	4/29/2012    	Key West FL USA   	  	  	 
Endeavor    	5/8/2012    	Key West FL USA   	  	  	 
Endeavor    	5/11/2012    	Gulfport MS USA   	  	  	 
Endeavor    	5/23/2012    	Gulfport MS USA   	  	  	 
Endeavor    	6/22/2012    	Gulfport MS USA   	  	  	 
Endeavor    	7/7/2012    	Gulfport MS USA   	  	  	 
Endeavor    	7/13/2012    	Morehead City NC USA   	  	  	 
Endeavor    	8/13/2012    	Narragansett RI USA   	  	  	 
Endeavor    	8/29/2012    	Morehead City NC USA   	  	  	 
Endeavor    	8/29/2012    	Morehead City NC USA   	  	  	 
Endeavor    	9/4/2012    	Gulfport MS USA   	  	  	 
Endeavor    	9/4/2012    	Gulfport MS USA   	  	  	 
Endeavor    	9/18/2012    	Gulfport MS USA   	  	  	 
Endeavor    	9/22/2012    	Port Everglades FL USA   	  	  	 
Endeavor    	10/12/2012    	Port Everglades FL USA   	  	  	 
Endeavor    	10/22/2012    	Narragansett RI USA   	  	  	 
Endeavor    	11/5/2012    	Narragansett RI USA   	  	  	 
Endeavor    	11/22/2012    	Narragansett RI USA   	  	  	 
Endeavor    	1/1/2013    	Quonset Point RI USA   	  	  	NA06  
Endeavor    	3/15/2013    	Narragansett RI USA   	NA10   	  	NA10  
Endeavor    	3/15/2013    	Narragansett RI USA   	NA10   	  	NA10  
Endeavor    	4/24/2013    	Quonset Point RI USA   	  	  	 
Endeavor    	4/24/2013    	Quonset Point RI USA   	  	  	 
Endeavor    	5/17/2013    	Quonset Point RI USA   	  	  	 
Endeavor    	5/19/2013    	Narragansett RI USA   	Mud Patch   	  	NA06  
Endeavor    	5/26/2013    	Narragansett RI USA   	  	  	NA06  
Endeavor    	6/10/2013    	Narragansett RI USA   	  	  	 
Endeavor    	6/10/2013    	Narragansett RI USA   	  	  	 
Endeavor    	6/10/2013    	Narragansett RI USA   	  	  	 
Endeavor    	6/19/2013    	Gulfport MS USA   	  	  	 
Endeavor    	7/4/2013    	Gulfport MS USA   	  	  	 
Endeavor    	7/7/2013    	Gulfport MS USA   	  	  	 
Endeavor    	7/7/2013    	Gulfport MS USA   	  	  	 
Endeavor    	7/26/2013    	Gulfport MS USA   	  	  	 
Endeavor    	7/26/2013    	Gulfport MS USA   	  	  	 
Endeavor    	7/31/2013    	Palm Beach FL USA   	  	  	 
Endeavor    	7/31/2013    	Palm Beach FL USA   	  	  	 
Endeavor    	8/15/2013    	Morehead City NC USA   	  	  	 
Endeavor    	8/20/2013    	  	  	  	 
Endeavor    	8/22/2013    	Morehead City NC USA   	  	  	NA06  
Endeavor    	9/19/2013    	Ponta Delgada Azores (Acores) Portugal  
Endeavor    	9/19/2013    	Ponta Delgada Azores (Acores) Portugal  
Endeavor    	10/14/2013    	Woods Hole MA USA   	  	  	 
Endeavor    	10/14/2013    	Woods Hole MA USA   	  	  	 
Endeavor    	10/22/2013    	Narragansett RI USA   	  	  	 
Endeavor    	10/22/2013    	Narragansett RI USA   	  	  	 
Endeavor    	11/4/2013    	Narragansett RI USA   	  	  	NA06  
Endeavor    	11/13/2013    	Quonset Point RI USA   	  	  	 
Endeavor    	11/25/2013    	  	  	  	 
Endeavor    	12/18/2013    	Quonset Point RI USA   	  	  	NA06  
Endeavor    	3/14/2014    	Narragansett RI USA   	  	  	NA06  
Endeavor    	4/1/2014    	Quonset Point RI USA   	  	  	NA06  
Endeavor    	4/1/2014    	Quonset Point RI USA   	  	  	NA06  
Endeavor    	4/29/2014    	Narragansett RI USA   	  	  	 
Endeavor    	5/24/2014    	Reykjavik Iceland   	  	  	 
Endeavor    	5/26/2014    	Reykjavik Iceland   	  	  	 
Endeavor    	6/4/2014    	Reykjavik Iceland   	  	  	 
Endeavor    	6/23/2014    	Narragansett RI USA   	  	  	 
Endeavor    	7/8/2014    	Narragansett RI USA   	Nantucket canyo   	 
Endeavor    	7/18/2014    	Narragansett RI USA   	west atlantic   	 
Endeavor    	8/13/2014    	Narragansett RI USA   	  	  	 
Endeavor    	8/13/2014    	Narragansett RI USA   	  	  	 
Endeavor    	8/21/2014    	Narragansett RI USA   	  	  	NA06  
Endeavor    	8/23/2014    	Narragansett RI USA   	  	  	NA06  
Endeavor    	8/23/2014    	Narragansett RI USA   	  	  	NA06  
Endeavor    	9/12/2014    	Quonset Point RI USA   	Mid-Atlantic US  
Endeavor    	9/12/2014    	Quonset Point RI USA   	Mid-Atlantic US  
Endeavor    	10/31/2014    	Narragansett RI USA   	  	  	NA06  
Endeavor    	10/31/2014    	Narragansett RI USA   	  	  	NA06  
Endeavor    	11/7/2014    	Narragansett RI USA   	  	  	NA06  
Endeavor    	11/23/2014    	  	  	  	NA06  
Endeavor    	12/5/2014    	Narragansett RI USA   	  	  	 
Endeavor    	12/23/2014    	Bridgetown Barbados   	  	  	NA06  
Endeavor    	12/29/2014    	Bridgetown Barbados   	Mid Atlantic   	 
Endeavor    	12/29/2014    	Bridgetown Barbados   	  	  	NA09  
Endeavor    	1/19/2015    	Praia Sao Tiago Cape Verde Islands   	Mid
Endeavor    	2/14/2015    	San Juan Puerto Rico   	Bahamas   	  	NA09  
Endeavor    	3/1/2015    	Port Everglades FL USA   	  	  	NA09  
Endeavor    	3/1/2015    	Port Everglades FL USA   	  	  	NA09  
Endeavor    	3/19/2015    	Narragansett RI USA   	  	  	NA06  
Endeavor    	3/19/2015    	Narragansett RI USA   	  	  	NA06  
Endeavor    	3/27/2015    	Narragansett RI USA   	  	  	NA06  
Endeavor    	3/27/2015    	Narragansett RI USA   	  	  	NA06  
Endeavor    	4/14/2015    	Narragansett RI USA   	  	  	NA06  
Endeavor    	4/27/2015    	Narragansett RI USA   	S/SE Woods Hole   	 
Endeavor    	5/12/2015    	Quonset Point RI USA   	  	  	NA06  
Endeavor    	5/22/2015    	Morehead City NC USA   	  	  	NA06  
Endeavor    	5/29/2015    	Gulfport MS USA   	  	  	NA09  
Endeavor    	6/23/2015    	Gulfport MS USA   	  	  	NA09  
Endeavor    	6/28/2015    	Gulfport MS USA   	  	  	NA09  
Endeavor    	7/6/2015    	Narragansett RI USA   	Iceland   	  	NA06  
Endeavor    	7/19/2015    	Reykjavik Iceland   	Iceland   	  	NA01  
Endeavor    	8/3/2015    	Reykjavik Iceland   	  	  	NA01  
Endeavor    	8/16/2015    	Narragansett RI USA   	  	  	NA06  
Endeavor    	8/23/2015    	Narragansett RI USA   	  	  	NA06  
Endeavor    	9/2/2015    	Narragansett RI USA   	  	  	NA06  
Endeavor    	9/9/2015    	Narragansett RI USA   	  	  	NA06  
Endeavor    	9/13/2015    	Norfolk VA USA   	  	  	NA06  
Endeavor    	9/27/2015    	Norfolk VA USA   	  	  	NA06  
Endeavor    	10/3/2015    	Port Everglades FL USA   	Florida   	  	NA09  
Endeavor    	10/21/2015    	Port Everglades FL USA   	Rhode Island  
Endeavor    	10/21/2015    	Port Everglades FL USA   	Rhode Island  
Endeavor    	11/3/2015    	Narragansett RI USA   	  	  	NA06  
Endeavor    	11/3/2015    	Narragansett RI USA   	  	  	NA06  
Ka'imimoana    	1/17/1997    	Pearl Harbor   	N E Pacific   	transit   	 
Ka'imimoana    	2/3/1997    	Manzanillo   	N E Pacific   	phys oc   	 
Ka'imimoana    	3/10/1997    	San Diego   	N E Pacific   	phys oc   	 
Ka'imimoana    	4/17/1997    	Pearl Harbor   	S W Pacific   	phys oc   	 
Ka'imimoana    	5/20/1997    	Kwajalein   	S W Pacific   	phys oc   	 
Ka'imimoana    	6/24/1997    	Pearl Harbor   	N E Pacific   	transit   	 
Ka'imimoana    	7/10/1997    	Manzanillo   	N E Pacific   	phys oc   	 
Ka'imimoana    	9/15/1997    	San Diego   	N E Pacific   	phys oc   	 
Ka'Imimoana    	10/1/1997    	At Sea   	  	  	 
Ka'Imimoana    	11/6/1997    	Pearl Harbor, HI   	  	  	 
Ka'Imimoana    	1/19/1998    	Pearl Harbor, HI   	  	  	 
Ka'Imimoana    	2/5/1998    	San Diego, CA   	  	  	 
Ka'Imimoana    	4/18/1998    	San Diego, CA   	  	  	 
Ka'Imimoana    	6/2/1998    	Pearl Harbor, HI   	  	  	 
Ka'Imimoana    	7/7/1998    	Kwajalein, RMI   	  	  	 
Ka'Imimoana    	8/21/1998    	Pearl Harbor, HI   	  	  	 
Ka'Imimoana    	9/5/1998    	Pearl Harbor, HI   	  	  	 
Ka'Imimoana    	10/1/1998    	Underway   	  	  	 
Ka'Imimoana    	10/19/1998    	Pearl Harbor, HI   	  	  	 
Ka'Imimoana    	11/18/1998    	Suva, Fiji   	  	  	 
Ka'Imimoana    	1/22/1999    	Pearl Harbor, HI   	  	  	 
Ka'Imimoana    	4/30/1999    	San Diego, CA   	  	  	 
Ka'Imimoana    	6/10/1999    	San Diego, CA   	  	  	 
Ka'Imimoana    	6/30/1999    	Pearl Harbor, HI   	  	  	 
Ka'Imimoana    	8/4/1999    	Kwajalein, RMI   	  	  	 
Ka'Imimoana    	9/9/1999    	Pearl Harbor, HI   	  	  	 
Ka'Imimoana    	10/1/1999    	Underway   	  	  	 
Ka'Imimoana    	10/20/1999    	Pearl Harbor, HI   	  	  	 
Ka'Imimoana    	11/20/1999    	Suva, Fiji   	  	  	 
Ka'Imimoana    	1/10/2000    	Pearl Harbor, HI   	  	  	 
Ka'Imimoana    	2/1/2000    	Pearl Harbor, HI   	  	  	 
Ka'Imimoana    	4/11/2000    	San Diego, CA   	  	  	 
Ka'Imimoana    	5/25/2000    	San Diego, CA   	  	  	 
Ka'Imimoana    	6/15/2000    	Pearl Harbor, HI   	  	  	 
Ka'Imimoana    	7/17/2000    	Kwajalein, RMI   	  	  	 
Ka'Imimoana    	8/30/2000    	Pearl Harbor, HI   	  	  	 
Ka'Imimoana    	10/14/2000    	Pearl Harbor, HI   	  	  	 
Ka'Imimoana    	11/16/2000    	Kwajalein, RMI   	  	  	 
Ka'Imimoana    	1/8/2001    	Pearl Harbor, HI   	  	  	 
Ka'Imimoana    	1/14/2001    	Pearl Harbor, HI   	  	  	 
Ka'Imimoana    	3/28/2001    	San Diego, CA   	  	  	 
Ka'Imimoana    	5/10/2001    	San Diego, CA   	  	  	 
Ka'Imimoana    	5/29/2001    	Pearl Harbor, HI   	  	  	 
Ka'Imimoana    	7/2/2001    	Kwajalein, RMI   	  	  	 
Ka'Imimoana    	8/13/2001    	Pearl Harbor, HI   	  	  	 
Ka'Imimoana    	9/4/2001    	NuKu Hiva, Marquesas   	  	  	 
Ka'Imimoana    	9/27/2001    	Pearl Harbor, HI   	  	  	 
Ka'Imimoana    	10/1/2001    	Underway   	  	  	 
Ka'Imimoana    	10/1/2001    	Underway   	  	  	 
Ka'Imimoana    	10/30/2001    	Kwajalein, RMI   	  	  	 
Ka'Imimoana    	10/30/2001    	Kwajalein, RMI   	  	  	 
Ka'Imimoana    	12/7/2001    	Pearl Harbor, HI   	  	  	 
Ka'Imimoana    	12/7/2001    	Pearl Harbor, HI   	  	  	 
Ka'Imimoana    	2/19/2002    	Seattle, WA   	  	  	 
Ka'Imimoana    	2/21/2002    	Seattle, WA   	  	  	 
Ka'Imimoana    	3/1/2002    	San Diego, CA   	  	  	 
Ka'Imimoana    	4/8/2002    	Manzanillo, Mexico   	  	  	 
Ka'Imimoana    	5/1/2002    	Nuku Hiva   	  	  	 
Ka'Imimoana    	5/29/2002    	Pearl Harbor, HI   	  	  	 
Ka'Imimoana    	7/4/2002    	Kwajalein, RMI   	  	  	 
Ka'Imimoana    	8/16/2002    	Pearl Harbor, HI   	  	  	 
Ka'Imimoana    	9/6/2002    	Nuku Hiva   	  	  	 
Kilo Moana    	1/1/2002    	Jacksonville   	N W Atlantic   	unk   	NA6  
Kilo Moana    	6/25/2002    	Jacksonville   	N W Atlantic   	unk   	NA6  
Kilo Moana    	7/25/2002    	Jacksonville   	N W Atlantic   	unk   	NA9  
Kilo Moana    	8/12/2002    	Colon   	N W Atlantic   	transit   	NA9  
Kilo Moana    	8/14/2002    	Balboa   	N Pacific   	unk   	NP11,NP12,  
Kilo Moana    	9/11/2002    	Honolulu   	N Pacific   	unk   	NP11  
Kilo Moana    	9/12/2002    	Honolulu   	N Pacific   	unk   	NP11  
Kilo Moana    	9/18/2002    	Honolulu   	N Pacific   	unk   	NP11  
Kilo Moana    	9/22/2002    	Honolulu   	N W Pacific   	unk   	NP10,NP11,  
Kilo Moana    	10/22/2002    	Honolulu   	N Pacific   	unk   	NP11  
Kilo Moana    	11/18/2002    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	12/3/2002    	Honolulu   	N Pacific   	unk   	NP11  
Kilo Moana    	12/11/2002    	Honolulu   	N Pacific   	unk   	NP11  
Kilo Moana    	12/12/2002    	Honolulu   	N Pacific   	unk   	NP11  
Kilo Moana    	12/17/2002    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	1/9/2003    	Honolulu   	N Pacific   	unk   	NP11  
Kilo Moana    	1/10/2003    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	3/8/2003    	Honolulu   	N Pacific   	unk   	NP11  
Kilo Moana    	3/15/2003    	Honolulu   	N Pacific   	educ   	NP11  
Kilo Moana    	3/19/2003    	Honolulu   	N Pacific   	unk   	NP11  
Kilo Moana    	3/22/2003    	Honolulu   	N Pacific   	unk   	NP11  
Kilo Moana    	3/27/2003    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	4/1/2003    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	4/7/2003    	Honolulu   	N E Pacific   	transit   	NP6  
Kilo Moana    	4/17/2003    	Kodiak   	N E Pacific   	unk   	NP6  
Kilo Moana    	5/20/2003    	Kodiak   	N E Pacific   	unk   	NP6  
Kilo Moana    	6/12/2003    	Seattle   	N E Pacific   	repairs   	NP9  
Kilo Moana    	6/18/2003    	Seattle   	N E Pacific   	unk   	NP6  
Kilo Moana    	8/6/2003    	Dutch Harbor   	N E Pacific   	unk   	NP6  
Kilo Moana    	9/9/2003    	Dutch Harbor   	N E Pacific   	transit   	NP6  
Kilo Moana    	9/11/2003    	Kodiak   	N E Pacific   	unk   	NP6  
Kilo Moana    	9/30/2003    	Kodiak   	N E Pacific   	transit   	NP6  
Kilo Moana    	10/13/2003    	Honolulu   	N Pacific   	unk   	NP11  
Kilo Moana    	10/18/2003    	Honolulu   	N Pacific   	educ   	NP11  
Kilo Moana    	10/26/2003    	Honolulu   	N Pacific   	unk   	NP11  
Kilo Moana    	11/3/2003    	Honolulu   	N E Pacific   	educ   	NP12  
Kilo Moana    	11/8/2003    	Honolulu   	N Pacific   	unk   	NP11  
Kilo Moana    	11/15/2003    	Honolulu   	N Pacific   	unk   	NP11  
Kilo Moana    	11/21/2003    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	12/8/2003    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	12/18/2003    	Honolulu   	N Pacific   	unk   	NP11  
Kilo Moana    	1/7/2004    	Honolulu   	N Pacific   	unk   	NP11  
Kilo Moana    	1/14/2004    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	2/14/2004    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	2/19/2004    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	2/24/2004    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	3/5/2004    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	3/16/2004    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	3/18/2004    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	3/24/2004    	Honolulu   	S W Pacific   	transit   	SP1  
Kilo Moana    	4/6/2004    	Suva, Fiji   	S W Pacific   	unk   	SP1  
Kilo Moana    	5/12/2004    	Suva,Fiji   	S W Pacific   	transit   	SP4  
Kilo Moana    	5/20/2004    	Wellington   	S W Pacific   	geo   	SP4  
Kilo Moana    	6/4/2004    	Wellington   	S W Pacific   	transit   	SP1  
Kilo Moana    	6/20/2004    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	7/15/2004    	Honolulu   	N W Pacific   	unk   	NP7  
Kilo Moana    	8/28/2004    	Honolulu   	Indian   	transit   	IN5  
Kilo Moana    	9/9/2004    	Suva,Fiji   	S W Pacific   	unk   	SP1  
Kilo Moana    	10/18/2004    	Suva, Fiji   	Indian   	unk   	IN5  
Kilo Moana    	10/21/2004    	Suva, Fiji   	S W Pacific   	transit   	SP1  
Kilo Moana    	11/11/2004    	Lae, PNG   	Indian   	unk   	IN5  
Kilo Moana    	12/19/2004    	Lae, PNG   	S W Pacific   	transit   	SP1  
Kilo Moana    	1/1/2005    	Auckland, NZ   	S W Pacific   	repairs   	SP4  
Kilo Moana    	1/7/2005    	Wellington   	S W Pacific   	unk   	SP4  
Kilo Moana    	2/4/2005    	Wellington   	S W Pacific   	geo   	SP4  
Kilo Moana    	2/17/2005    	Wellington,NZ   	S W Pacific   	unk   	SP4  
Kilo Moana    	3/24/2005    	Brisbane,Au.   	S W Pacific   	transit  
Kilo Moana    	4/4/2005    	Pago Pago   	S W Pacific   	phys oc   	SP1  
Kilo Moana    	4/29/2005    	Pago Pago   	S Pacific   	transit   	SP2  
Kilo Moana    	5/16/2005    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	5/21/2005    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	5/24/2005    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	5/28/2005    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	6/2/2005    	Honolulu   	N E Pacific   	bio   	NP12  
Kilo Moana    	6/13/2005    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	6/24/2005    	Honolulu   	N E Pacific   	unk   	NP6  
Kilo Moana    	9/8/2005    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	9/15/2005    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	10/6/2005    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	10/15/2005    	Honolulu   	N E Pacific   	educ   	NP12  
Kilo Moana    	11/7/2005    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	11/10/2005    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	11/14/2005    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	1/23/2006    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	1/28/2006    	Honolulu   	N E Pacific   	educ   	NP12  
Kilo Moana    	2/6/2006    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	2/8/2006    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	2/13/2006    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	2/18/2006    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	3/5/2006    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	3/8/2006    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	3/20/2006    	Honolulu   	N E Pacific   	repairs   	NP12  
Kilo Moana    	3/22/2006    	Honolulu   	N E Pacific   	educ   	NP12  
Kilo Moana    	3/31/2006    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	4/12/2006    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	5/14/2006    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	5/25/2006    	Honolulu   	N E Pacific   	phys oc   	NP12  
Kilo Moana    	6/1/2006    	Honolulu   	N E Pacific   	educ   	NP12  
Kilo Moana    	6/7/2006    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	6/12/2006    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	6/17/2006    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	7/5/2006    	Honolulu   	N E Pacific   	educ   	NP12  
Kilo Moana    	7/11/2006    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	7/16/2006    	Honolulu   	N E Pacific   	educ   	NP12  
Kilo Moana    	7/25/2006    	Honolulu   	N Pacific   	unk   	NP11  
Kilo Moana    	8/7/2006    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	8/15/2006    	Honolulu   	S W Pacific   	phys oc   	SP1  
Kilo Moana    	8/18/2006    	Honolulu   	S W Pacific   	phys oc   	SP1  
Kilo Moana    	10/5/2006    	Rabaul   	S W Pacific   	transit   	SP1  
Kilo Moana    	10/18/2006    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	10/30/2006    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	11/4/2006    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	11/7/2006    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	11/16/2006    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	11/27/2006    	Honolulu   	N E Pacific   	educ   	NP12  
Kilo Moana    	12/1/2006    	At Sea   	N E Pacific   	unk   	NP12  
Kilo Moana    	12/8/2006    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	12/13/2006    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	12/16/2006    	Honolulu   	N E Pacific   	educ   	NP12  
Kilo Moana    	12/20/2006    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	1/3/2007    	Honolulu   	S W Pacific   	unk   	SP1  
Kilo Moana    	2/13/2007    	Brisbane,Au.   	S W Pacific   	unk   	SP1  
Kilo Moana    	3/11/2007    	Brisbane,Au.   	S W Pacific   	transit  
Kilo Moana    	3/14/2007    	Townsville,Au.   	S W Pacific   	open   	SP4  
Kilo Moana    	4/19/2007    	Suva, Fiji   	S W Pacific   	transit   	SP4  
Kilo Moana    	5/3/2007    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	5/11/2007    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	6/8/2007    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	6/12/2007    	Honolulu   	N E Pacific   	repairs   	NP12  
Kilo Moana    	6/24/2007    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	7/6/2007    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	7/10/2007    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	7/23/2007    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	7/29/2007    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	8/2/2007    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	8/9/2007    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	8/23/2007    	Honolulu   	N E Pacific   	chem   	NP12  
Kilo Moana    	9/1/2007    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	9/10/2007    	Honolulu   	N E Pacific   	phys oc   	NP12  
Kilo Moana    	10/11/2007    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	10/31/2007    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	11/17/2007    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	11/30/2007    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	12/6/2007    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	12/19/2007    	Honolulu   	N E Pacific   	unk   	NP12  
Kilo Moana    	1/1/2008    	Honolulu HI USA   	Honolulu   	  	NP12, NP12  
Kilo Moana    	1/28/2008    	Honolulu HI USA   	  	  	NP12, NP8  
Kilo Moana    	2/2/2008    	Honolulu HI USA   	Honolulu   	  	NP12, NP12  
Kilo Moana    	2/22/2008    	Honolulu HI USA   	  	  	NP12, NP8  
Kilo Moana    	2/27/2008    	Honolulu HI USA   	Honolulu   	  	NP12, NP12  
Kilo Moana    	3/10/2008    	Honolulu HI USA   	Pacific   	  	NP12, SP1  
Kilo Moana    	3/10/2008    	Honolulu HI USA   	Pacific   	  	NP12, SP1  
Kilo Moana    	3/26/2008    	Nuku'alofa Tonga   	Lau Basin   	  	SP1, SP1  
Kilo Moana    	3/26/2008    	Nuku'alofa Tonga   	Lau Basin   	  	SP1, SP1  
Kilo Moana    	5/14/2008    	Nuku'alofa Tonga   	Pacific   	  	SP1, NP12  
Kilo Moana    	5/26/2008    	Honolulu HI USA   	  	  	NP12, NP8  
Kilo Moana    	5/30/2008    	Honolulu HI USA   	Hawaiian Island   	 
Kilo Moana    	6/3/2008    	Honolulu HI USA   	  	  	NP12, NP12  
Kilo Moana    	6/12/2008    	Honolulu HI USA   	  	  	NP12, NP12  
Kilo Moana    	6/12/2008    	Honolulu HI USA   	  	  	NP12, NP12  
Kilo Moana    	6/15/2008    	Honolulu HI USA   	  	  	NP12, NP12  
Kilo Moana    	6/15/2008    	Honolulu HI USA   	  	  	NP12, NP12  
Kilo Moana    	6/24/2008    	Honolulu HI USA   	  	  	NP12, NP8  
Kilo Moana    	7/1/2008    	Honolulu HI USA   	  	  	NP8, NP8  
Kilo Moana    	7/25/2008    	Honolulu HI USA   	  	  	NP12, NP8  
Kilo Moana    	7/30/2008    	Honolulu HI USA   	  	  	NP12, NP12  
Kilo Moana    	8/15/2008    	Honolulu HI USA   	  	  	NP12, NP8  
Kilo Moana    	8/21/2008    	Honolulu HI USA   	Hawaiian Island   	 
Kilo Moana    	8/25/2008    	Honolulu HI USA   	  	  	NP12, NP12  
Kilo Moana    	8/28/2008    	  	  	  	NP12, NP9  
