  Research Vessel Schedules from https://www.researchvessels.org

<http://www.researchvessels.org/ship_info_display.asp?shipID=122>
This schedule for this ship was last updated on: 1/15/2002 2:41:34 PM

Field Key
Ship Name 	Departure Date 	Departure Port 	General Area 	Discipline
Melville    	10/29/1999    	San Diego   	N E Pacific   	geo   	NP9-13  
Melville    	11/23/1999    	San Diego   	  	unk   	NP9  
Melville    	11/30/1999    	San Diego   	N E Pacific   	geo   	NP9  
Melville    	12/4/1999    	San Diego   	  	repairs   	 
Melville    	1/1/2000    	Rabaul   	S Pacific   	unk   	SP2  
Melville    	1/1/2000    	Cairns   	Indian   	geo   	IN5  
Melville    	1/1/2000    	Honolulu   	Indian   	chem   	IN5  
Melville    	1/1/2000    	San Diego   	N E Pacific   	unk   	NP12  
Melville    	1/1/2000    	Honolulu   	Indian   	chem   	IN5  
Melville    	1/1/2000    	Rabaul   	S Pacific   	unk   	SP2  
Melville    	1/1/2000    	Rabaul   	S Pacific   	unk   	SP2  
Melville    	1/1/2000    	Rabaul   	S Pacific   	unk   	SP2  
Melville    	1/1/2000    	Rabaul   	S Pacific   	unk   	SP2  
Melville    	1/1/2000    	Rabaul   	S Pacific   	unk   	SP2  
Melville    	1/1/2000    	San Diego   	N E Pacific   	unk   	NP12  
Melville    	1/1/2000    	Rabaul   	S Pacific   	unk   	SP2  
Melville    	1/1/2000    	Honolulu   	Indian   	chem   	IN5  
Melville    	1/1/2000    	San Diego   	N E Pacific   	unk   	NP9  
Melville    	1/1/2000    	Cairns   	Indian   	geo   	IN5  
Melville    	1/1/2000    	Cairns   	Indian   	geo   	IN5  
Melville    	1/1/2000    	Cairns   	Indian   	geo   	IN5  
Melville    	1/1/2000    	Cairns   	Indian   	geo   	IN5  
Melville    	1/1/2000    	Cairns   	Indian   	geo   	IN5  
Melville    	1/1/2000    	Cairns   	Indian   	geo   	IN5  
Melville    	1/1/2000    	Cairns   	Indian   	geo   	IN5  
Melville    	1/1/2000    	Cairns   	Indian   	geo   	IN5  
Melville    	1/1/2000    	Cape Town   	S E Atlantic   	phys oc   	SA2  
Melville    	1/1/2000    	Cairns   	Indian   	geo   	IN5  
Melville    	1/1/2000    	Cairns   	Indian   	geo   	IN5  
Melville    	1/1/2000    	San Diego   	N E Pacific   	unk   	NP12  
Melville    	1/1/2000    	Rabaul   	S Pacific   	unk   	SP2  
Melville    	1/1/2000    	Cairns   	Indian   	geo   	IN5  
Melville    	1/1/2000    	San Diego   	N E Pacific   	unk   	NP9  
Melville    	2/7/2000    	San Diego   	unk   	unk   	 
Melville    	2/17/2000    	San Diego   	N E Pacific   	unk   	NP13  
Melville    	3/12/2000    	at sea   	N E Pacific   	unk   	NP13  
Melville    	3/24/2000    	Manzanillo   	N E Pacific   	unk   	NP13  
Melville    	5/15/2000    	Manzanillo   	N E Pacific   	chem   	NP13  
Melville    	6/12/2000    	Pto. Caldera   	N E Pacific   	unk   	NP13  
Melville    	6/29/2000    	San Diego   	  	unk   	NP9  
Melville    	8/21/2000    	San Diego   	S E Pacific   	unk   	SP3A  
Melville    	10/2/2000    	Arica   	S E Pacific   	phys oc   	SP3A  
Melville    	10/16/2000    	Arica   	S E Pacific   	transit   	SP3  
Melville    	11/11/2000    	Papeete   	S W Pacific   	unk   	SP1  
Melville    	12/24/2000    	Apia   	  	transit   	SP1  
Melville    	1/7/2001    	Newcastle   	S W Pacific   	unk   	SP1  
Melville    	1/27/2001    	Newcastle   	  	transit   	SP1  
Melville    	2/10/2001    	Guam   	N W Pacific   	unk   	NP10  
Melville    	3/4/2001    	Guam   	  	unk   	NP10  
Melville    	4/15/2001    	Guam   	N W Pacific   	unk   	NP10  
Melville    	5/14/2001    	Guam   	N W Pacific   	transit   	NP10  
Melville    	5/21/2001    	Naha   	N W Pacific   	unk   	NP10  
Melville    	5/28/2001    	Naha   	N W Pacific   	unk   	NP7  
Melville    	6/17/2001    	Naha   	N W Pacific   	transit   	NP7  
Melville    	6/21/2001    	Pusan   	N W Pacific   	phys oc   	NP7  
Melville    	7/7/2001    	Pusan   	N W Pacific   	unk   	NP7  
Melville    	7/12/2001    	Pusan   	N W Pacific   	transit   	NP7  
Melville    	7/21/2001    	Naha   	N W Pacific   	unk   	NP7  
Melville    	8/9/2001    	Naha   	  	transit   	NP10  
Melville    	8/20/2001    	Lae   	Indian   	unk   	IN5  
Melville    	9/25/2001    	Lae   	Indian   	transit   	IN5  
Melville    	10/6/2001    	Suva   	S Pacific   	unk   	SP2  
Melville    	10/31/2001    	Apia   	S W Pacific   	transit   	SP4  
Melville    	11/8/2001    	Papeete   	S E Pacific   	unk   	SP3  
Melville    	12/25/2001    	Easter Isla   	S W Pacific   	transit   	SP7  
Melville    	1/2/2002    	Cape Town   	S E Atlantic   	phys oc   	SA2  
Melville    	1/4/2002    	Papeete   	S W Pacific   	transit   	SP7  
Melville    	1/19/2002    	Lyttelton   	Southern   	unk   	AN6  
Melville    	3/2/2002    	Lyttelton   	  	unk   	 
Melville    	3/7/2002    	Lyttelton   	S W Pacific   	transit   	SP7  
Melville    	3/24/2002    	Apia   	S W Pacific   	unk   	SP1  
Melville    	4/14/2002    	Majuro   	N E Pacific   	transit   	NP12  
Melville    	5/1/2002    	Osaka   	N Pacific   	chem   	NP11  
Melville    	6/9/2002    	Honolulu   	N Pacific   	chem   	NP8  
Melville    	6/20/2002    	Honolulu   	N Pacific   	unk   	NP8  
Melville    	8/5/2002    	San Diego   	N E Pacific   	unk   	NP13  
Melville    	9/7/2002    	Puerto Caldera   	N E Pacific   	geo   	NP13  
Melville    	10/13/2002    	Puerto Caldera   	S E Pacific   	phys oc  
Melville    	11/2/2002    	Arica   	S E Pacific   	unk   	SP3  
Melville    	12/8/2002    	Valparaiso   	  	transit   	SP3A  
Melville    	1/19/2003    	Cape Town   	Indian   	geo   	IN6  
Melville    	2/14/2003    	Cape Town   	Indian   	phys oc   	IN3  
Melville    	3/23/2003    	Cape Town   	S E Atlantic   	geo   	SA2  
Melville    	5/15/2003    	Cape Town   	  	unk   	IN3  
Melville    	6/18/2003    	Port Hedland   	Indian   	phys oc   	IN5  
Melville    	7/20/2003    	Darwin   	Indian   	unk   	IN5  
Melville    	7/27/2003    	Darwin   	Indian   	unk   	IN5  
Melville    	8/9/2003    	Darwin   	Indian   	transit   	IN5  
Melville    	8/21/2003    	Cairns   	Indian   	geo   	IN5  
Melville    	8/26/2003    	Port Moresby*   	Indian   	chem   	IN5  
Melville    	9/18/2003    	Port Moresby*   	Indian   	chem   	IN5  
Melville    	9/27/2003    	Port Moresby*   	Indian   	chem   	IN5  
Melville    	10/8/2003    	Cairns   	Indian   	unk   	IN5  
Melville    	10/13/2003    	Brisbane   	Indian   	unk   	IN5  
Melville    	12/29/2003    	Brisbane   	Indian   	transit   	IN5  
Melville    	12/29/2003    	Brisbane   	Indian   	transit   	IN5  
Melville    	1/8/2004    	Cairns   	Indian   	chem   	IN5  
Melville    	2/18/2004    	Port Moresby   	Indian   	geo   	IN5  
Melville    	3/12/2004    	Cairns   	Indian   	geo   	IN5  
Melville    	4/12/2004    	Cairns   	S W Pacific   	unk   	SP1  
Melville    	4/16/2004    	Cairns   	Indian   	geo   	IN5  
Melville    	5/29/2004    	Cairns   	  	transit   	NP7  
Melville    	6/15/2004    	Yokohama   	N W Pacific   	unk   	NP7,NP7A,N  
Melville    	7/28/2004    	Honolulu   	N W Pacific   	unk   	NP7,NP7A,N  
Melville    	9/2/2004    	San Diego   	N E Pacific   	unk   	NP9  
Melville    	9/10/2004    	San Diego   	N E Pacific   	phys oc   	NP12  
Melville    	10/15/2004    	Honolulu   	N E Pacific   	unk   	NP9  
Melville    	11/15/2004    	San Diego   	  	unk   	NP9  
Melville    	12/31/2004    	San Diego   	N E Pacific   	unk   	NP12  
Melville    	1/28/2005    	Honolulu   	S W Pacific   	transit   	SP1  
Melville    	2/9/2005    	Papeete   	S Pacific   	unk   	SP5  
Melville    	3/26/2005    	Papeete   	  	transit   	SP4  
Melville    	4/5/2005    	Nuku'alofa   	S Pacific   	phys oc   	SP2  
Melville    	5/15/2005    	Suva   	S W Pacific   	bio   	SP1  
Melville    	6/3/2005    	at sea   	S E Pacific   	unk   	SP6  
Melville    	6/9/2005    	Suva   	S W Pacific   	unk   	SP1  
Melville    	7/1/2005    	Suva   	  	transit   	NP9  
Melville    	7/15/2005    	Honolulu   	N E Pacific   	phys oc   	NP12  
Melville    	7/23/2005    	Honolulu   	N E Pacific   	phys oc   	NP12  
Melville    	7/31/2005    	Honolulu   	N E Pacific   	transit   	NP9  
Melville    	8/10/2005    	San Diego   	N E Pacific   	unk   	NP9  
Melville    	8/19/2005    	San Diego   	N E Pacific   	geo   	NP9  
Melville    	9/2/2005    	Seattle   	N E Pacific   	unk   	NP9  
Melville    	9/23/2005    	Seattle   	  	transit   	NP9  
Melville    	10/1/2005    	San Diego   	N E Pacific   	educ   	NP9  
Melville    	10/2/2005    	San Diego   	N E Pacific   	educ   	NP9  
Melville    	3/22/2006    	San Diego   	N W Pacific   	transit   	NP10  
Melville    	4/18/2006    	Apra, Guam   	N W Pacific   	phys oc   	NP10  
Melville    	5/18/2006    	Yokohama   	N W Pacific   	unk   	NP7  
Melville    	6/1/2006    	Yokohama   	N W Pacific   	unk   	NP7  
Melville    	7/9/2006    	Yokohama   	N W Pacific   	unk   	NP10  
Melville    	7/21/2006    	Rabaul, PNG   	Indian   	unk   	IN5  
Melville    	9/5/2006    	Suva   	S W Pacific   	unk   	SP1  
Melville    	10/4/2006    	Suva   	N E Pacific   	unk   	NP9  
Melville    	10/11/2006    	Apia   	  	transit   	NP9  
Melville    	10/24/2006    	Honolulu   	N E Pacific   	unk   	NP12  
Melville    	11/15/2006    	Honolulu   	N W Pacific   	unk   	NP10  
Melville    	1/1/2007    	Brisbane, Australia   	  	unk   	SP1  
Melville    	2/3/2007    	Brisbane   	  	transit   	SP4  
Melville    	2/9/2007    	Wellington   	S Pacific   	unk   	SP5  
Melville    	3/15/2007    	Pago Pago   	N W Pacific   	transit   	NP10  
Melville    	4/3/2007    	Kao/hsiung   	N W Pacific   	phys oc   	NP10  
Melville    	4/13/2007    	Kao/hsiung   	N W Pacific   	unk   	NP10  
Melville    	4/23/2007    	Kao/hsiung   	N W Pacific   	transit   	NP7  
Melville    	5/2/2007    	Yokohama   	N W Pacific   	unk   	NP7  
Melville    	5/26/2007    	Yokohama   	N W Pacific   	unk   	NP10  
Melville    	6/6/2007    	Manila   	N W Pacific   	phys oc   	NP10  
Melville    	7/5/2007    	Manila   	  	transit   	NP10  
Melville    	7/9/2007    	Kao/hsiung   	  	unk   	NP10  
Melville    	7/18/2007    	Kao/hsiung   	N W Pacific   	unk   	NP10  
Melville    	7/30/2007    	Kao/hsiung   	N E Pacific   	unk   	NP12  
Melville    	8/3/2007    	Sasebo   	unk   	unk   	 
Melville    	10/12/2007    	Sasebo   	N E Pacific   	transit   	NP12  
Melville    	10/17/2007    	Kao/hsiung   	N W Pacific   	unk   	NP10  
Melville    	10/24/2007    	Kao/hsiung   	N W Pacific   	unk   	NP10  
Melville    	11/7/2007    	Kao/hsiung   	N E Pacific   	unk   	NP12  
Melville    	11/27/2007    	Kao/hsiung   	N W Pacific   	unk   	NP10  
Melville    	11/30/2007    	Manila   	N W Pacific   	unk   	NP10  
Melville    	11/30/2007    	Manila Philippines   	Sulu Sea   	  	NP12,
Melville    	1/9/2008    	Manila Philippines   	Philip. Archipe   	 
Melville    	2/7/2008    	Manila Philippines   	S.China Sea   	  	NP10,
Melville    	2/29/2008    	Iloilo Panay Philippines   	S.China Sea  
Melville    	3/9/2008    	Kao-hsiung Taiwan   	NW Pacific   	  	NP10,
Melville    	3/17/2008    	Kao-hsiung Taiwan   	In port   	  	NP12, NP12  
Melville    	3/23/2008    	Kao-hsiung Taiwan   	Philippine Sea   	 
Melville    	3/23/2008    	Kao-hsiung Taiwan   	Philippine Sea   	 
Melville    	3/23/2008    	Kao-hsiung Taiwan   	Philippine Sea   	 
Melville    	4/5/2008    	Apra Harbor Guam   	Off Guam   	  	NP10, NP10  
Melville    	4/5/2008    	Apra Harbor Guam   	Off Guam   	  	NP10, NP10  
Melville    	4/28/2008    	Apra Harbor Guam   	NW Pacific   	  	NP10,
Melville    	5/5/2008    	Kao-hsiung Taiwan   	East of Taiwan   	 
Melville    	5/15/2008    	Kao-hsiung Taiwan   	NW Pacific   	  	NP12,
Melville    	5/31/2008    	Honolulu HI USA   	In port   	  	NP12, NP12  
Melville    	6/5/2008    	Honolulu HI USA   	100nmi S.Oahu   	  	NP12,
Melville    	6/8/2008    	Honolulu HI USA   	In port   	  	NP12, NP12  
Melville    	6/16/2008    	Honolulu HI USA   	PMRF   	  	NP11, NP11  
Melville    	6/16/2008    	Honolulu HI USA   	PMRF   	  	NP11, NP11  
Melville    	7/7/2008    	Honolulu HI USA   	100nmi S.Oahu   	  	NP12,
Melville    	7/11/2008    	Honolulu HI USA   	In port   	  	NP12, NP12  
Melville    	7/27/2008    	Honolulu HI USA   	PMRF   	  	NP12, NP12  
Melville    	8/12/2008    	Honolulu HI USA   	North Pacific   	  	NP12,
Melville    	8/12/2008    	Honolulu HI USA   	North Pacific   	  	NP12,
Melville    	8/24/2008    	Dutch Harbor AK USA   	E. Bering Sea   	 
Melville    	8/24/2008    	Dutch Harbor AK USA   	E. Bering Sea   	 
Melville    	9/12/2008    	Dutch Harbor AK USA   	North Pacific   	 
Melville    	9/12/2008    	Dutch Harbor AK USA   	North Pacific   	 
Melville    	9/12/2008    	Dutch Harbor AK USA   	North Pacific   	 
Melville    	9/30/2008    	San Diego CA USA   	Calif. Coast   	  	NP9,
Melville    	10/30/2008    	San Diego CA USA   	In port   	  	NP9, NP9  
Melville    	11/9/2008    	San Diego CA USA   	Sta.Barb.Basin   	  	NP9,
Melville    	1/1/2009    	San Diego CA USA   	Pacific   	  	NP9, NP9  
Melville    	1/9/2009    	San Diego CA USA   	  	  	NP9, IN2  
Melville    	2/6/2009    	Manila Philippines   	Philippine Sea   	 
Melville    	2/27/2009    	Manila Philippines   	  	  	NP10, NP10  
Melville    	3/23/2009    	Manila Philippines   	Philippine Sea   	 
Melville    	3/23/2009    	Manila Philippines   	Philippine Sea   	 
Melville    	3/31/2009    	Kao-hsiung Taiwan   	Philippine Sea   	 
Melville    	4/14/2009    	Kao-hsiung Taiwan   	Philippine Sea   	 
Melville    	5/6/2009    	Kao-hsiung Taiwan   	Philippine Sea   	 
Melville    	5/17/2009    	Kao-hsiung Taiwan   	  	  	NP10, NP12  
Melville    	5/20/2009    	Chi-Lung Taiwan   	East China Sea   	  	NP10,
Melville    	5/28/2009    	Chi-Lung Taiwan   	  	  	 
Melville    	10/29/2009    	Chi-Lung Taiwan   	NP10, SP1   	  	 
Melville    	11/13/2009    	Brisbane Australia   	SP1   	  	 
Melville    	11/21/2009    	Brisbane Australia   	SP   	  	SP4, SP6A  
Melville    	11/21/2009    	Brisbane Australia   	SP   	  	SP4, SP6A  
Melville    	1/5/2010    	Papeete Tahiti French Polynesia   	  	  	 
Melville    	2/14/2010    	Bahia de Valparaiso Chile   	  	  	 
Melville    	2/18/2010    	Bahia de Valparaiso Chile   	  	  	 
Melville    	2/24/2010    	Puerto Montt Chile   	  	  	 
Melville    	3/17/2010    	Bahia de Valparaiso Chile   	  	  	SP6A, SP6A  
Melville    	3/17/2010    	Bahia de Valparaiso Chile   	  	  	SP6A, SP6A  
Melville    	3/25/2010    	Bahia de Valparaiso Chile   	  	  	 
Melville    	4/4/2010    	Puntarenas Costa Rica   	  	  	 
Melville    	4/13/2010    	Puerto Caldera Costa Rica   	Pac.
Melville    	5/17/2010    	Puerto Caldera Costa Rica   	N. Galapagos
Melville    	6/22/2010    	Puerto Caldera Costa Rica   	  	  	 
Melville    	7/28/2010    	Puntarenas Costa Rica   	Central Pacific
Melville    	8/14/2010    	San Diego CA USA   	  	  	NP9, NP9  
Melville    	9/8/2010    	San Diego CA USA   	Off West Coast   	  	NP9,
Melville    	9/25/2010    	San Diego CA USA   	Santa Barbara   	  	NP9,
Melville    	10/9/2010    	San Diego CA USA   	  	  	NP13, NP13  
Melville    	10/19/2010    	Puntarenas Costa Rica   	Panama/Peru Bsn
Melville    	11/18/2010    	Rada de Arica Chile   	W of Chile   	  	SP3,
Melville    	12/15/2010    	Isla de Pascua Chile   	  	  	 
Melville    	12/29/2010    	Rada Punta Arenas Chile   	  	  	 
Melville    	12/29/2010    	Rada Punta Arenas Chile   	  	  	 
Melville    	12/29/2010    	Rada Punta Arenas Chile   	  	  	 
Melville    	1/8/2011    	Rada Punta Arenas Chile   	S. Atlantic   	  	 
Melville    	2/20/2011    	Cape Town South Africa   	  	  	 
Melville    	2/20/2011    	Cape Town South Africa   	  	  	 
Melville    	3/15/2011    	Bahia de Valparaiso Chile   	  	  	 
Melville    	3/21/2011    	Bahia de Valparaiso Chile   	ETSP   	  	 
Melville    	4/26/2011    	Rada de Arica Chile   	SE Pacific   	  	 
Melville    	5/31/2011    	San Diego CA USA   	  	  	 
Melville    	6/14/2011    	San Diego CA USA   	  	  	 
Melville    	7/20/2011    	San Diego CA USA   	  	  	 
Melville    	7/27/2011    	San Diego CA USA   	SantaCruz Basin   	  	 
Melville    	8/11/2011    	San Diego CA USA   	N.Pac/Atlan   	  	 
Melville    	8/11/2011    	San Diego CA USA   	N.Pac/Atlan   	  	 
Melville    	8/24/2011    	Balboa Panama   	N.Pac/Atlan   	  	 
Melville    	9/1/2011    	Bridgetown Barbados   	Amazon plume   	  	 
Melville    	9/1/2011    	Bridgetown Barbados   	Amazon plume   	  	 
Melville    	9/1/2011    	Bridgetown Barbados   	Amazon plume   	  	 
Melville    	10/10/2011    	Bridgetown Barbados   	  	  	 
Melville    	11/1/2011    	Port Elizabeth South Africa   	  	  	 
Melville    	11/29/2011    	Durban South Africa   	  	  	 
Melville    	11/29/2011    	Durban South Africa   	  	  	 
Melville    	1/18/2012    	Durban South Africa   	  	  	 
Melville    	1/22/2012    	Cape Town South Africa   	Agulhas Plateau
Melville    	2/10/2012    	Cape Town South Africa   	Walvis Ridge   	  	 
Melville    	4/3/2012    	Cape Town South Africa   	  	  	 
Melville    	4/19/2012    	Rada Punta Arenas Chile   	  	  	 
Melville    	4/19/2012    	Rada Punta Arenas Chile   	  	  	 
Melville    	4/19/2012    	Rada Punta Arenas Chile   	  	  	 
Melville    	5/2/2012    	Bahia de Valparaiso Chile   	central Chile
Melville    	5/20/2012    	Bahia de Valparaiso Chile   	  	  	 
Melville    	5/20/2012    	Bahia de Valparaiso Chile   	  	  	 
Melville    	5/20/2012    	Bahia de Valparaiso Chile   	  	  	 
Melville    	6/6/2012    	Puerto Ayora Galapagos Islands Ecuador  
Melville    	6/6/2012    	Puerto Ayora Galapagos Islands Ecuador  
Melville    	6/6/2012    	Puerto Ayora Galapagos Islands Ecuador  
Melville    	6/28/2012    	San Diego CA USA   	San Diego   	  	 
Melville    	7/25/2012    	San Diego CA USA   	  	  	 
Melville    	8/31/2012    	San Diego CA USA   	So Cal Margin   	  	 
Melville    	9/12/2012    	San Diego CA USA   	  	  	 
Melville    	10/12/2012    	San Diego CA USA   	  	  	 
Melville    	10/25/2012    	San Diego CA USA   	SB Basin   	  	 
Melville    	11/2/2012    	San Diego CA USA   	  	  	 
Melville    	11/10/2012    	San Diego CA USA   	Mendocino Ridge   	  	 
Melville    	12/7/2012    	San Diego CA USA   	San Diego   	  	 
Melville    	12/18/2012    	San Diego CA USA   	1300km S of HI   	  	 
Melville    	1/2/2013    	San Diego CA USA   	N Pacific   	  	 
Melville    	1/16/2013    	Honolulu HI USA   	  	  	 
Melville    	2/1/2013    	Apra Harbor Guam   	  	  	NP10  
Melville    	2/18/2013    	Apra Harbor Guam   	  	  	 
Melville    	2/25/2013    	Yokohama Ko Japan   	  	  	NP07  
Melville    	2/25/2013    	Yokohama Ko Japan   	  	  	NP07  
Melville    	3/21/2013    	Yokohama Ko Japan   	North Pacific   	  	NP09  
Melville    	4/3/2013    	Yokohama Ko Japan   	  	  	 
Melville    	4/4/2013    	Yokohama Ko Japan   	North Pacific   	  	NP09  
Melville    	5/8/2013    	Honolulu HI USA   	North Pacific   	  	NP09  
Melville    	6/7/2013    	San Diego CA USA   	San Diego   	  	 
Melville    	6/12/2013    	San Diego CA USA   	  	  	NP09  
Melville    	7/15/2013    	Seattle WA USA   	Papa   	  	NP09  
Melville    	8/4/2013    	Seattle WA USA   	Gulf of Alaska   	  	NP05  
Melville    	8/4/2013    	Seattle WA USA   	Gulf of Alaska   	  	NP05  
Melville    	8/26/2013    	Seattle WA USA   	  	  	 
Melville    	8/26/2013    	Seattle WA USA   	  	  	 
Melville    	9/6/2013    	San Diego CA USA   	San Diego   	  	 
Melville    	10/3/2013    	San Diego CA USA   	Eastern Pacific   	  	IN02  
Melville    	10/31/2013    	San Diego CA USA   	  	  	NP09  
Melville    	11/7/2013    	San Diego CA USA   	SOCAL   	  	NP09  
Melville    	12/5/2013    	San Diego CA USA   	  	  	 
Melville    	1/1/2014    	San Diego CA USA   	  	  	 
Melville    	2/15/2014    	San Diego CA USA   	  	  	NP09  
Melville    	2/26/2014    	San Diego CA USA   	Home port   	  	NP09  
Melville    	3/30/2014    	San Diego CA USA   	Shipyard tran.   	  	NP09  
Melville    	4/3/2014    	Oakland CA USA   	Bay area   	  	NP09  
Melville    	5/13/2014    	San Francisco CA USA   	CA current   	  	NP09  
Melville    	6/10/2014    	Seattle WA USA   	OS Papa   	  	NP09  
Melville    	6/10/2014    	Seattle WA USA   	OS Papa   	  	NP09  
Melville    	6/10/2014    	Seattle WA USA   	OS Papa   	  	NP09  
Melville    	7/3/2014    	San Diego CA USA   	Central Califor   	  	NP09  
Melville    	8/6/2014    	San Diego CA USA   	CA Current   	  	NP09  
Melville    	9/10/2014    	San Diego CA USA   	Off Newport, OR   	  	NP09  
Melville    	10/1/2014    	San Diego CA USA   	Home port   	  	NP09  
Melville    	10/24/2014    	San Diego CA USA   	  	  	NP09  
Moana Wave    	1/11/1991    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	1/21/1991    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	2/1/1991    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	2/11/1991    	Honolulu   	SW Pacific   	  	SP1, SP2  
Moana Wave    	3/2/1991    	Port Vila   	N/S Pacific   	  	SP1, NP10  
Moana Wave    	4/3/1991    	Guam   	Guam   	  	NP10  
Moana Wave    	4/23/1991    	Guam   	Phil Sea   	  	NP10  
Moana Wave    	5/11/1991    	Madang   	SW Pac   	  	IN5, SP1  
Moana Wave    	5/23/1991    	Lae   	Vitiaz Strait   	  	NP1  
Moana Wave    	6/6/1991    	Lae   	W. Equat.Pac.   	  	SP1, NP11  
Moana Wave    	6/12/1991    	Madang   	Paupa N. Guinea   	  	SP1  
Moana Wave    	8/1/1991    	Papeete   	Central Pac.   	  	SP2, NP12  
Moana Wave    	9/16/1991    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	9/29/1991    	Honolulu   	N. CenPac   	  	NP12  
Moana Wave    	11/14/1991    	Honolulu   	E. Equat.Pac   	  	NP12, SP2  
Moana Wave    	1/6/1992    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	1/23/1992    	Honolulu   	SP, 2   	  	NP11, 12  
Moana Wave    	2/17/1992    	Madang   	Vitiaz St.   	  	SP1  
Moana Wave    	3/5/1992    	Lae   	W. Solomon Sea   	  	SP1  
Moana Wave    	4/16/1992    	Guam   	SP1   	  	NP11  
Moana Wave    	5/18/1992    	Majuro   	  	  	NP10, 11, 12  
Moana Wave    	6/5/1992    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	6/12/1992    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	7/9/1992    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	7/27/1992    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	8/3/1992    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	8/11/1992    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	8/24/1992    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	9/4/1992    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	9/14/1992    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	9/20/1992    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	9/29/1992    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	10/17/1992    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	10/27/1992    	Honolulu   	  	  	SP1, NP11  
Moana Wave    	12/12/1992    	Guam   	  	  	NP10  
Moana Wave    	12/12/1992    	Guam   	SWPAC   	  	NP10  
Moana Wave    	1/22/1993    	Guam   	SWPAC   	  	NP10  
Moana Wave    	2/23/1993    	Guam   	  	  	 
Moana Wave    	3/2/1993    	Guam   	SWPAC   	  	NP10, 11, 12  
Moana Wave    	4/4/1993    	Pohnpei   	SWPAC   	  	SP1  
Moana Wave    	4/21/1993    	Lae   	SWPAC   	  	SP1  
Moana Wave    	5/31/1993    	Guam   	NWPAC   	  	NP7  
Moana Wave    	6/20/1993    	Yokosuka   	NWPAC   	  	NP7  
Moana Wave    	7/4/1993    	Yokosuka   	Shipyard   	  	 
Moana Wave    	8/6/1993    	At Sea   	NWPAC   	  	NP7, 10, 11  
Moana Wave    	9/9/1993    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	9/14/1993    	At Sea   	Hawaii   	  	NP12  
Moana Wave    	9/20/1993    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	9/25/1993    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	10/3/1993    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	10/9/1993    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	10/12/1993    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	10/27/1993    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	11/1/1993    	Honolulu   	Shipyard   	  	 
Moana Wave    	1/1/1994    	Honolulu   	Shipyard   	  	 
Moana Wave    	1/18/1994    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	1/24/1994    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	2/1/1994    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	2/6/1994    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	2/12/1994    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	2/15/1994    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	2/21/1994    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	2/22/1994    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	2/24/1994    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	2/25/1994    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	2/26/1994    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	2/28/1994    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	3/7/1994    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	3/15/1994    	Honolulu   	SWPac   	  	NP10,11,12  
Moana Wave    	4/10/1994    	Pohnpei   	SWPac   	  	NP10,11,12  
Moana Wave    	5/13/1994    	Guam   	NWPac   	  	NP7  
Moana Wave    	6/6/1994    	At Sea   	SWPac   	  	SP1, 4  
Moana Wave    	6/17/1994    	Honolulu   	Hawaii   	  	NP11  
Moana Wave    	6/25/1994    	Honolulu   	Hawaii   	  	NP12  
Moana Wave    	7/2/1994    	Honolulu   	SWPac   	  	SP4  
Moana Wave    	7/22/1994    	Honolulu   	Hawaii   	  	NP11  
Moana Wave    	7/28/1994    	Honolulu   	SWPac   	  	SP4  
Moana Wave    	8/20/1994    	Honolulu   	Hawaii   	  	NP12  
